q_id,eng,class,chapter,taxonomy_gold
5efd047cf4ab8e55cf7c3872,"The number of amino acids in insulin is:
A . 2
B. 574
\( c \cdot 51 \)
D. 5733",12,BIOMOLECULES,Chemistry >> Biomolecules >> Proteins
5eff6dccbd1a9b18d83b0822,"Assertion
The percentage weight of a compound \( A \) in a solution is given by
\( \% \boldsymbol{o} \boldsymbol{f} \boldsymbol{A}= \)
\[
\frac{\text {Mass } \boldsymbol{A}}{\text {Total mass of solution}} \times \mathbf{1 0 0}
\]
Because
Reason
The mole fraction of a component \( A \) is given by, Mole fraction of \( \boldsymbol{A}= \)
Numberof moles of \( \boldsymbol{A} \) Total number of moles of all compo
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Assertion is incorrect but Reason is correct",12,SOLUTIONS,Chemistry >> Solutions >> Expressing concentration of solutions
5d787bb735e7ac0b44af29f4,"Q28. Describe the usefulness of water in biosphere and biological systems.
",11,HYDROGEN,Chemistry >> Hydrogen >> Water
5f06e3b5c7d92c723b78cab8,"toppr
Q Type your question
the blood with
iodine using the reaction
\( \boldsymbol{H} \boldsymbol{C} \boldsymbol{N}(\boldsymbol{a} \boldsymbol{q})+\boldsymbol{I}_{3}^{-}(\boldsymbol{a} \boldsymbol{q}) \rightarrow \boldsymbol{I} \boldsymbol{C} \boldsymbol{N}(\boldsymbol{a} \boldsymbol{q})+ \)
\( \mathbf{2} \boldsymbol{I}-(\boldsymbol{a} \boldsymbol{q})+\boldsymbol{H}^{+}(\boldsymbol{a} \boldsymbol{q}) \)
A diluted blood sample of volume 15.00
mL was titrated to the endpoint with
\( 5.21 \mathrm{mL} \) of a \( I_{3}^{-} \) solution. The molar
concentration of the \( I_{3}^{-} \) solution was
determined by titrating it against arsenic(III)oxide, \( A s_{4} O_{6}, \) which in solution forms arsenous acid,
\( \mathrm{H}_{3} \mathrm{As} \mathrm{O}_{3} \) via the following equation:
\( \mathbf{6} \boldsymbol{H}_{2} \boldsymbol{O}(\boldsymbol{l})+\boldsymbol{A} \boldsymbol{s}_{4} \boldsymbol{O}_{6}(\boldsymbol{s}) \rightarrow \boldsymbol{4} \boldsymbol{H} \boldsymbol{3} \boldsymbol{A} \boldsymbol{s} \boldsymbol{O}_{3}(\boldsymbol{a} \boldsymbol{q}) \)
A volume of \( 10.42 \mathrm{mL} \) of the triiodide
I3 \( ^{-} \) ) solution was needed to reach the
endpoint on a 0.122 g sample of \( \$ \$ A s 406 \) in the reaction
\( \boldsymbol{H}_{3} \boldsymbol{A} \boldsymbol{s} \boldsymbol{O}_{3}(\boldsymbol{a} \boldsymbol{q})+\boldsymbol{I}_{3}^{-}(\boldsymbol{a} \boldsymbol{q})+\boldsymbol{H}_{2} \boldsymbol{O}(\boldsymbol{l}) \rightarrow \)
\( \boldsymbol{H}_{3} \boldsymbol{A} \boldsymbol{s} \boldsymbol{O}_{4}(\boldsymbol{a} \boldsymbol{q})+\boldsymbol{3} \boldsymbol{I}^{-}(\boldsymbol{a} \boldsymbol{q})+\boldsymbol{2} \boldsymbol{H}^{+}(\boldsymbol{a} \boldsymbol{q}) \)
What is the molar concentration of HCN
in the blood sample?
A. \( 0.04 \mathrm{M} \)
\( B \)
\( c \)
D. 0.36 M",12,SOLUTIONS,Chemistry >> Solutions >> Expressing concentration of solutions
5efd7f76bd1a9b18d8356c0d,"Syngas is a mixture of ?
A. \( C O_{2}+H_{2} \)
в. \( C O+H_{2} \)
\( \mathrm{c} \cdot \mathrm{CO}+\mathrm{CO}_{2} \)
D. \( C O+O_{2} \)",11,HYDROGEN,Chemistry >> Hydrogen >> Dihydrogen as a fuel
5f06bdafc7d92c723b783f72,"The primary and secondary valency of a central metal ion in \( \left[\boldsymbol{C o}\left(\boldsymbol{N} \boldsymbol{H}_{3}\right)_{4} \boldsymbol{C O}_{3}\right] \boldsymbol{C l} \)
complex is and
respectively.
A .2,6
B. 4,6
c. 4,5
D. 3,6",12,COORDINATION COMPOUNDS,Chemistry >> Coordination Compounds >> Werner’s theory of coordination compounds
5efe2db8bd1a9b18d8374218,"What is the difference between the
images formed by a large and a small
mirror?",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Reflection of light by spherical mirrors
5efd1127f4ab8e55cf7c5ca6,"Dalton suggested that atoms were indestructible and unchangeable to
explain:
A. why mass is conserved in chemical reactions.
B. why elements combine in fixed weight ratios to form compounds.
c. why elements are characterized by the mass of their atoms
D. why compounds combine in fixed weight ratios in chemical reactions",11,SOME BASIC CONCEPTS OF CHEMISTRY,Chemistry >> Some Basic Concepts of Chemistry >> Dalton’s atomic theory
5efe5e00bd1a9b18d837bef0,"Why does starch form a thick paste
when it is boiled with water?
\( A \cdot O \)",12,BIOMOLECULES,Chemistry >> Biomolecules >> Carbohydrates
5f042e01197db3497f5b4d8f,"Calculate the efficiency of a Carnot engine operating between temperatures of \( 900 \mathrm{K} \) and \( 300 \mathrm{K} \)
A . \( 87 \% \)
B. \( 67 \% \) \%
c. \( 100 \% \)
D. 45 \%",11,THERMODYNAMICS,Physics >> Thermodynamics >> Carnot engine
5efce985f4ab8e55cf7beed8,"Van't Hoff factor for an electrolyte is
greater than",12,SOLUTIONS,Chemistry >> Solutions >> Colligative properties and determination of molar mass
5eff4606bd1a9b18d83a7b61,A certain freezing process requires that room temperature be lowered from \( 40 \mathrm{C} \) at the rate of \( 5 C \) every hour. What will be the room temperature 10 hours after the process begins?,11,THERMAL PROPERTIES OF MATTER,Physics >> Thermal Properties of Matter >> Temperature and heat
5efe15eebd1a9b18d83701c4,"If \( \overrightarrow{\boldsymbol{E}}=\mathbf{3} \hat{\mathbf{i}}+\mathbf{4} \widehat{\mathbf{j}}-\mathbf{5} \widehat{k} \) calculate the
electric flux through the surface of area
50 units in \( z-x \) plane.",12,ELECTRIC CHARGES AND FIELDS,Physics >> Electric Charges and Fields >> Electric flux
5f04458c197db3497f5ba587,"The relative atomic masses of many
elements are not whole numbers
because:
A. they can't be determined very accurately
B. the atoms ionize during the determination
c. of the existence of isotopes
D. of the presence of impurities",11,SOME BASIC CONCEPTS OF CHEMISTRY,Chemistry >> Some Basic Concepts of Chemistry >> Atomic and molecular masses
5efd233bf4ab8e55cf7c8e19,"A student heats a beaker containing ice
and water. He measures
the temperature of the content of the
beaker as a function of time. Which of
the following would correctly represent
the result?
\( \mathbf{A} \cdot(a) \)
B. (c)
c. \( (b) \)
D. \( (d) \)",11,EQUILIBRIUM,Chemistry >> Equilibrium >> Equilibrium in physical processes
5eff6ab6bd1a9b18d83afc8f,"The angle of a prism is \( 6^{0} \) and its refractive index for green light is \( 1.5 . \) If a green ray passes through it, the deviation will be :-
A . \( 30^{\circ} \)
В. \( 15^{\circ} \)
\( c \cdot 9^{0} \)
D. \( 3^{\circ} \)",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Refraction through a prism
5eff28e2bd1a9b18d83a175e,"The part of the electromagnetic spectrum which is suitable for radar systems used in aircraft navigation:
A. X-Rays
B. Gamma Rays
c. Microwaves or short radiowaves
D. Ultraviolet",12,ELECTROMAGNETIC WAVES,Physics >> Electromagnetic Waves >> Electromagnetic spectrum
5eff2b57bd1a9b18d83a1f8f,"How many protons and neutrons are there in the nuclei of \( _{12}^{25} M g \)
A \( \cdot 12,13 \)
B. 13, 12
c. 25,12
D. 12, 25",12,ATOMS,Physics >> Atoms >> Alpha-particle scattering and Rutherford’s nuclear model
5efe8a76bd1a9b18d8383342,"The compound which contains both
ionic and covalent bonds is:
A. \( A l C l_{3} \)
в. \( H C l \)
c. \( N H_{4} C l \)
D. KCl",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE,Chemistry >> Chemical Bonding and Molecular Structure >> Ionic or electrovalent bond
5f06ca29c7d92c723b786d4c,"Draw the Lewis dot structure of \( S N F_{3} \)
consistent with \( V \) SEPR.",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE,Chemistry >> Chemical Bonding and Molecular Structure >> Valence shell electron pair repulsion theory
5eff1304bd1a9b18d839cd8d,"Which of the following will best give
resorcinol (1,3-dihydroxy benzene)?
\( A \)
B.
\( c \)
\( D \)",12,"ALCOHOLS, PHENOLS AND ETHERS","Chemistry >> Alcohols, Phenols and Ethers >> Alcohols and phenols"
5eff71b1bd1a9b18d83b1651,"Which of the following bulbs offers more resistance?
(A) \( 60 \mathrm{W}-220 \mathrm{V}(\mathrm{B}) 100 \mathrm{W}-250 \mathrm{V} \)",12,CURRENT ELECTRICITY,Physics >> Current Electricity >> Electrical energy and power
5eff5c02bd1a9b18d83ac83b,"\( A \beta \) -pleated sheet organisation in a
polypeptide chain is an example of
A . \( 1^{\circ} \) structure
B. \( 2^{\circ} \) structure
c. \( ^{\circ} \) 3 structure
D. \( 4^{\circ} \) structure",12,BIOMOLECULES,Chemistry >> Biomolecules >> Proteins
5efd0dfdf4ab8e55cf7c537e,"Which of the following is an ionic compound?
\( A \cdot S O_{3} \)
в. \( I C l \)
c. \( K I \)
D. \( C H C l_{3} \)",11,SOME BASIC CONCEPTS OF CHEMISTRY,Chemistry >> Some Basic Concepts of Chemistry >> Nature of matter
5efd996abd1a9b18d835af86,"Explain following terms.
(i) Hydrogen economy
(ii) Hydrogenation
(iii) Syngas
(iv) Water-gas shift reaction
(v) Fuel-cell",11,HYDROGEN,Chemistry >> Hydrogen >> Dihydrogen as a fuel
5eff0386bd1a9b18d839972a,"What is the value of acceleration, if \( \mathbf{v}-\mathbf{t} \)
graph is a straight line parallel to the
time axis?
A. Non zero finite value
B. 0
c. Infinite
D. Can not be determined",11,MOTION IN A STRAIGHT LINE,Physics >> Motion in a Straight Line >> Acceleration
5efe647ebd1a9b18d837d0fd,"The equivalent weights of an element of variable valency are 21 and \( 14 . \) The atomic mass of the element may be :
A . 35
B. 42
c. 70
D. 126",11,SOME BASIC CONCEPTS OF CHEMISTRY,Chemistry >> Some Basic Concepts of Chemistry >> Atomic and molecular masses
5efe98a9bd1a9b18d83858f3,"A biochemical reaction triggers the expansion of 2.5 mol of an ideal gas
reversibly, coming to rest an equalized
pressure of \( 58 k P a \) at \( 37^{\circ} C . \) If the initial volume was 55.5 litres, then the
work that is done by the system in this process was approximate:
A . \( 4466 \mathrm{J} \)
в. \( -4466 J \)
c. \( -40030 J \)
D. 3600 J",11,THERMODYNAMICS,Physics >> Thermodynamics >> Reversible and irreversible processes
5efcf830f4ab8e55cf7c16e0,"A potentiometer circuit shown in the
figure is set up to measure emf of cell \( \mathrm{E} \)
As the point P moves from X to Y, the
galvanometer G shows deflection
always in one direction, but the
deflection decreases continuously until Y is reached. The balance point between
\( X \) and \( Y \) maybe obtained by
A. Decreasing the resistance \( R \) and decreasing \( v \)
B. Decreasing the resistance R and increasing
C. Increasing the resistance \( R \) and increasing \( v \)
D. Increasing the resistance \( R \) and decreasing",12,CURRENT ELECTRICITY,Physics >> Current Electricity >> Potentiometer
5efe7dc3bd1a9b18d838149e,"For \( L i^{2+}, \) when an electron falls from a
higher orbit to \( n \) th orbit, all the three types of lines, i.e., Lyman, Balmer and Paschen was found in the spectrum.
Here, the value of ' \( n \) ' will be
A . 1
B . 2
\( c .3 \)
D.",11,STRUCTURE OF ATOM,Chemistry >> Structure of Atom >> Bohr’s model for hydrogen atom
5efd02bcf4ab8e55cf7c339c,"In an ac circuit the instantaneous
values of current and applied voltage are respectively \( i= \)
\( 2(A m p) \sin \left(250 \pi s^{-1}\right) t \) and \( \epsilon= \)
\( (10 V) \sin \left[\left(250 \pi s^{-1}\right) t+\frac{\pi}{3}\right] . \) Find the
instantaneous power drawn from the source at \( t=\frac{2}{3} m s \) and its average
value.",12,ALTERNATING CURRENT,Physics >> Alternating Current >> Power in AC circuit and power factor
5efe0838bd1a9b18d836db72,"Which of the following statement is
true?
A. Diethyl ether is almost as soluble in water as n-butyl alcohol
B. Diethyl ether is more soluble in water than n-butyl alcohol.
C. Diethyl ether is less soluble in water than n-butyl alcohol.
D. Diethyl ether is sparingly soluble in water whereas \( n \) butyl alcohol is highly soluble in water.",12,"ALCOHOLS, PHENOLS AND ETHERS","Chemistry >> Alcohols, Phenols and Ethers >> Ethers"
5f0308b9e806777a1a33be19,"The activity present after 50 minutes.
A \( \cdot 4.1 \times 10^{4} B q \)
в. \( 3.6 \times 10^{5} \) В \( q \)
c. \( 7.5 \times 10^{5} \) В \( q \)
D. \( 1.4 \times 10^{6} \) В \( q \)",12,NUCLEI,Physics >> Nuclei >> Radioactivity
5d6f60f935e7ac0b44a544bf,"Question 7. What will be the effect of temperature on rate constant
Recall Arrhenius equation,
to show the effect of temperature
on rate constant
",12,CHEMICAL KINETICS,Chemistry >> Chemical Kinetics >> Temperature dependence of rate of reaction
5f02e06be806777a1a3326da,"The single electrode potential of metal \( E \)
of \( 0.1 \mathrm{M} \) solution of \( \mathrm{M}^{+} / \)Mions\( \left[E^{0}=\right. \)
\( -2.36 V] \) is nearly:
A . \( +2.41 V \)
в. \( -2.41 V \)
c. \( 4.82 V \)
D. \( +4.82 V \)",12,ELECTROCHEMISTRY,Chemistry >> Electrochemistry >> Nernst equation
5efe4081bd1a9b18d8377162,"A galvanometer of resistance \( 30 \Omega \) is connected to battery of emf \( 2 V \) with 1970 \Omega resistance in series. A full scale
deflection of 20 divisions is obtained in
the galvanometer. To reduce the deflection to 10 divisions, the resistance
in series required is
A. \( 4030 \Omega \)
в. 4000 \( \Omega \)
c. \( 3970 \Omega \)
D. 2000 \( \Omega \)",12,MOVING CHARGES AND MAGNETISM,Physics >> Moving Charges and Magnetism >> Moving coil galvanometer
5efe2285bd1a9b18d8372306,"How many gm of solid \( K O H \) must be
added to \( 100 m L \) of a buffer solution,
which is \( 0.1 ~ M \) each with respect to
acid \( H A \) and salt \( K A \) to make the \( p H \)
of the solution \( 6.0 ? \)
\( \left[\text { Given: } \boldsymbol{p} \boldsymbol{K}_{\boldsymbol{a}}(\boldsymbol{H} \boldsymbol{A})=\mathbf{5}\right] \)
A .0 .458
B. 0.327
c. 5.19
D. None of the above",11,EQUILIBRIUM,Chemistry >> Equilibrium >> Buffer solutions
5efd9c5cbd1a9b18d835b772,"The correct order of increasing \( s- \)
character (in percentage) in the hybrid orbitals of following molecules/ions is:
(।) \( C O_{3}^{2-} \)
\( (\|) \boldsymbol{X} \boldsymbol{e} \boldsymbol{F}_{\boldsymbol{4}} \)
\( (\|\|) \boldsymbol{I}_{3}^{-} \)
\( (\mid V) N C l_{3} \)
\( (\vee) B e C l_{2} \)
\( A \cdot\|<\| I<I V<I<V \)
B. \( \|<I V<\| I<V<1 \)
\( c \cdot \||<||<|<V<\mid V \)
D. \( \|<I V<\| I<1<V \)",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES,Chemistry >> Organic Chemistry – Some Basic Principles and Techniques >> Tetravalence of carbon and shapes of organic compounds
5efefc22bd1a9b18d8397c8d,"In a periodic motion the repetition
pattern repeats:
A. over a fixed interval of time
B. over a fixed interval of distance
C. over a fixed change in velocity
D. over a fixed change in acceleration",11,OSCILLATIONS,Physics >> Oscillations >> Periodic and oscillatory motions
5efcf004f4ab8e55cf7c003a,"Statement - I : Every collision of
reactant molecule is not successful
Statement - II: Every collision of reactant molecule with proper
orientation is successful one.
A. Both statements are true Statement- - II is correct explanation of Statement- -
B. Both statements are true but statement- -II is not correct explanation of Statement- -
c. statement-lis true but statement- - II is false
D. Statement- - lis false but Statement - || is true",12,CHEMICAL KINETICS,Chemistry >> Chemical Kinetics >> Collision theory of chemical reactions
5efe8352bd1a9b18d83820b6,"Carbon cannot be used in the reduction
of \( A l_{2} O_{3} \) because:
A. It is expensive
B. The enthalpy of formation of \( C O_{2} \) is more than that of \( A l_{2} O_{3} \)
C. Pure carbon is not easily available
D. The enthalpy of formation of \( A l_{2} O_{3} \) is too high",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS,Chemistry >> General Principles and Processes of Isolation of Elements >> Thermodynamic principles of metallurgy
5efdd302bd1a9b18d8364a96,"A particle with total mechanical energy, which is small and negative, is under the influence of a one dimensional
potential \( U(x)=x^{4} / 4-x^{2} / 2 \) Jwhere \( x \)
is in meters. At time \( t=0 \) s, it is at \( x= \)
\( -0.5 \mathrm{m} . \) Then at a later time it can be
found.
A. anywhere on the x axis.
B. between \( x=-1.0 \mathrm{m} \) to \( x=1.0 \mathrm{m} \)
c. between \( x=-1.0 \mathrm{m} \) to \( x=0.0 \mathrm{m} \)
D. between \( x=0.0 \mathrm{m} \) to \( x=1.0 \mathrm{m} \)",11,OSCILLATIONS,Physics >> Oscillations >> Energy in simple harmonic motion
5eff4735bd1a9b18d83a7fa5,"The physical quantity which has the dimensional formula as that of
\( \frac{\text {energy}}{\text {mass} \times \text {length}} \) is:
A. Force
B. Power
c. Pressure
D. Acceleration",11,UNITS AND MEASUREMENTS,Physics >> Units and Measurements >> Dimensional formulae and dimensional equations
5f0304b5e806777a1a33af1d,Why do the lines of the magnetic field not cross each other?,12,MAGNETISM AND MATTER,Physics >> Magnetism and Matter >> Magnetism and Gauss’s law
5efe0fd9bd1a9b18d836f140,"Isotopes that are used in nuclear imaging include:
A. fluorine-18
B. iodine-123
c. nitrogen-13
D. All of the above",11,STRUCTURE OF ATOM,Chemistry >> Structure of Atom >> Sub-atomic particles
5d5cce88805bfe1a30252b84,". 33 Which of the following statements are correct about this reaction?
(a) The given reaction follows S2 mechanism
(b) (ii) and (iv) have opposite configuration
(c) (ii) and (iv) have same configuration
(d) The given reaction follows S1 mechanism
",12,HALOALKANES AND HALOARENES,Chemistry >> Haloalkanes and Haloarenes >> Chemical reactions
5efe18b8bd1a9b18d837090a,"What is the nature of the 2 strands of a
DNA duplex?
A. Identical \& Complimentary
B. Antiparallel \& complimentary
c. Dissimilar \& non complimentary
D. Antiparallel \& non complimentary",11,BIOMOLECULES,Chemistry >> Biomolecules >> Nucleic acids
5eff916cbd1a9b18d83b96a9,"Find out no. of reflection after which
light ray will exit from (Given \( \sin 40^{0}= \)
0.64)
A. 130000
B . 57735
c. 140000
D. 150000",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Total internal reflection
5efea307bd1a9b18d83873c6,"What is the oxidation number of Pt in
\( \boldsymbol{K}\left[\boldsymbol{P t} \boldsymbol{N} \boldsymbol{H}_{3} \boldsymbol{C l}_{5}\right] ? \)
\( A \cdot O \)
B. +1
\( c \cdot+2 \)
\( D \cdot+4 \)",12,COORDINATION COMPOUNDS,Chemistry >> Coordination Compounds >> Important terms in coordination compounds
5efde019bd1a9b18d8366f2f,"Modern periodic table is based on the atomic number of the elements. The
experiment which proved the significance of the atomic number was:
A. Mullikan's oil drop experiment
B. Moseley's work on X-ray spectra
c. Bragg's work on X-ray diffraction
D. discovery of X-rays by Rontgen",11,CLASSIFICATION OF ELEMENTS AND PERIODICITY IN PROPERTIES,Chemistry >> Classification of Elements and Periodicity in Properties >> Modern periodic law and present form of periodic table
5eff4824bd1a9b18d83a8304,"In a car race, car A takes a time t less
than car \( B \) at the finish and passes the
finishing point with speed \( \mathbf{v} \) more than that of the car B. Assuming that both the cars starts from rest and travel with
constant acceleration \( a_{1} \) and \( a_{2} \)
respectively. Show that \( \boldsymbol{v}=\sqrt{\boldsymbol{a}_{1} \boldsymbol{a}_{2}} \boldsymbol{t} \)",11,MOTION IN A STRAIGHT LINE,Physics >> Motion in a Straight Line >> Kinematic equations for uniformly accelerated motion
5f02fbdde806777a1a338ea6,"A person pushing a stroller starts from rest, uniformly accelerating at a rate of
\( 0.5 m / s^{2} 1 . \) What is the velocity of the stroller after it has travelled \( 4.75 \mathrm{m} \) ?
A . \( 2.18 \mathrm{m} / \mathrm{s} \)
в. \( 5.18 m / s \)
c. \( 9.18 m / s \)
D. \( 1.28 \mathrm{m} / \mathrm{s} \)",11,MOTION IN A STRAIGHT LINE,Physics >> Motion in a Straight Line >> Kinematic equations for uniformly accelerated motion
5efdc1ffbd1a9b18d8361b06,"A man having a height \( 6 m, \) wants to see his full height in mirror. He observes an image of \( 2 m \) height standing erect, then the type of mirror used is?
A. Concave
B. convex
c. Plane
D. None of these",12,RAY OPTICS AND OPTICAL INSTRUMENTS,Physics >> Ray Optics and Optical Instruments >> Reflection of light by spherical mirrors
5f06d5afc7d92c723b7897d8,"Find the vertical height through which a
body of mass \( 0.5 k g \) is lifted if the
energy spent in doing so is \( 1.0 J \)
Consider \( \boldsymbol{g}=\mathbf{1 0 m} \boldsymbol{s}^{-2} \)
\( \mathbf{A} \cdot 30 \mathrm{cm} \)
B. \( 40 \mathrm{cm} \)
c. \( 20 \mathrm{cm} \)
D. \( 50 \mathrm{cm} \)",11,"WORK, ENERGY AND POWER","Physics >> Work, Energy and Power >> Concept of potential energy"
5eff4bccbd1a9b18d83a8f8f,"In the given molecule, which
atom/group is below the plane of the
paper?
A. Hydroxy
B. lodine
c. chlorine
D. Ethy",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES,Chemistry >> Organic Chemistry – Some Basic Principles and Techniques >> Structural representations of organic compounds
5efdff00bd1a9b18d836c1f5,"Why is manganese more stable in the
+2 state than the +3 state and the
revers is true for iron?",12,THE d- AND f-BLOCK ELEMENTS,Chemistry >> The d- and f-Block Elements >> Electronic configurations of d-block elements
5efddb86bd1a9b18d836626c,"A toy car of mass \( 500 g \) travels with a uniform velocity of \( 25 \mathrm{cm} s^{-1} \) for \( 5 s . \) The
brakes are then applied and the car is uniformly retarded and comes to rest in
further \( 10 s . \) Calculate the distance
which the car travels after the brakes
are applied.
A . \( 1.25 \mathrm{cm} \)
B. \( 125 \mathrm{m} \)
c. \( 1.25 m \)
D. \( 25 m \)",11,MOTION IN A STRAIGHT LINE,Physics >> Motion in a Straight Line >> Kinematic equations for uniformly accelerated motion
5efe61aabd1a9b18d837c91b,"Consider the following reaction \( ^{1} \boldsymbol{H}_{2}+^{1} \)
\( \boldsymbol{H}_{2} \rightarrow_{2} \boldsymbol{H} \boldsymbol{e}^{4}+\boldsymbol{Q} \)
If \( \boldsymbol{m}\left(_{1} \boldsymbol{H}^{2}\right)=\mathbf{2 . 0 1 4 1} \boldsymbol{u}, \boldsymbol{m}\left(_{2} \boldsymbol{H} \boldsymbol{e}^{4}\right)= \)
\( 4.0024 u, \) then the energy \( Q \) released (in
MeV) in this fusion reaction is
A . 12
B. 6
c. 24
D. 48",12,NUCLEI,Physics >> Nuclei >> Nuclear energy
5eff820abd1a9b18d83b57d7,"Friction between two surfaces can be
by polishing the surfaces.fill in the blank.
\( A \). increased
B. decreased
c. the same
D. cant say",11,LAWS OF MOTION,Physics >> Laws of Motion >> Common forces in mechanics
5efdd10abd1a9b18d8364564,"If the total binding energies of \( _{1}^{2} H,_{2}^{4} H e,_{26}^{56} F e \&_{92}^{235} U \) nuclei are
2.22,28.3,492 and \( 1786 \mathrm{MeV} \)
respectively, identify the most stable nucleus of the following.
\( A \cdot \frac{56}{26} F e \)
в. \( _{1}^{2} H \)
C \( \cdot \frac{235}{92} \mathrm{U} \)
\( \mathrm{D} \cdot_{2}^{4} \mathrm{He} \)",12,NUCLEI,Physics >> Nuclei >> Nuclear energy
5f02e229e806777a1a332d01,"Name the important ore of silver. Write
all the steps and reactions involved in the Cyanide process for the extraction of silver from its ore.",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS,Chemistry >> General Principles and Processes of Isolation of Elements >> Extraction of crude metal from concentrated ore
5f043f5b197db3497f5b8e20,"The volume of the water needed to
dissolve 1 g of \( B a S O_{4}\left(K_{s p}=1.1 \times\right. \)
\( \left.10^{-10}\right) \) at \( 25^{\circ} C \) is:
A . 820 litre
B. 450litre
c. 205 litre
D. none of these",11,EQUILIBRIUM,Chemistry >> Equilibrium >> Solubility equilibria of sparingly soluble salts
5efd71f5bd1a9b18d8354959,"An automobile is started from rest with
one of its doors initially at right angles. If the hinges of the door are toward the front of the car, the door will shut as the
automobile picks up speed. The acceleration a is constant and the
centre of mass is at a distance d from
the hinges. The time \( T \) needed for the doors to close is given by:
\( \left[\text {Given}: \int_{0}^{\frac{\pi}{2}} \frac{\boldsymbol{d} \boldsymbol{\theta}}{\sqrt{\sin \theta}}=\boldsymbol{N}\right] \) (Consider
the door as a square plate)
A \( \cdot \mathrm{T}=(\sqrt{\frac{3 \mathrm{d}}{2 \mathrm{a}}}) \mathrm{N} \)
B. \( \mathrm{T}=(\sqrt{\frac{\mathrm{d}}{3 \mathrm{a}}}) \mathrm{N} \)
c. \( \mathrm{T}=(\sqrt{\frac{2 \mathrm{d}}{\mathrm{a}}}) \mathrm{N} \)
D. \( \mathrm{T}=(\sqrt{\frac{2 \mathrm{d}}{3 \mathrm{a}}}) \mathrm{N} \)",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION,Physics >> System of Particles and Rotational Motion >> Dynamics of rotational motion about a fixed axis
5efccc7df4ab8e55cf7b9f5a,"A circular coil of 250 turns and
diameter \( 18 \mathrm{cm} \) carries a current of \( 12 A \)
What is the magnitude of magnetic moment associated with the coil?",12,MOVING CHARGES AND MAGNETISM,Physics >> Moving Charges and Magnetism >> Torque on current loop and magnetic dipole
5efe2f4fbd1a9b18d8374661,"On heating \( K C l O_{3} \) at a certain temperature, it is observed that one
mole of \( K C l O_{3} \) yields one mole of \( O_{2} \)
What is the mole fraction of \( K C l O_{4} \) in the final solid mixture containing only
\( K C l \) and \( K C l O_{4}, \) the latter being
formed by the parallel reaction?
A . 0.50
B. 0.25
c. 0.75
D. 0.67",11,SOME BASIC CONCEPTS OF CHEMISTRY,Chemistry >> Some Basic Concepts of Chemistry >> Stoichiometry and stoichiometric calculations
5f06a646c7d92c723b77ec85,"The momentum of a system is defined
A. As the product of mass of the system and the velocity of centre of mass
B. As the vector sum of the momentum of individual
particles
C. For bodies undergoing translational, rotational and oscillatory motion
D. All of the above",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION,Physics >> System of Particles and Rotational Motion >> Linear momentum of a system of particles
5f06fc04c7d92c723b791ded,"If natural uranium is used as fuel, the moderator used will be
A. Ordinary water
B. Graphite
c. Boron
D. Heavy water",12,NUCLEI,Physics >> Nuclei >> Nuclear energy
5d6cfed335e7ac0b44a28c8a,"Q. 8 The order of decreasing ionisation enthalpy in alkali metals is
(a) Na > Li > K > Rb
(b) Rb < Na < < Li
(c) Li > Na > K > Rb
(d) K < Li < Na < Rb
",11,THE s-BLOCK ELEMENTS,Chemistry >> The s-Block Elements >> Group 1 elements: alkali metals
5eff261abd1a9b18d83a0d7e,Meter bridge works on the principle of,12,CURRENT ELECTRICITY,Physics >> Current Electricity >> Meter bridge
5f06f9aac7d92c723b79161e,"How many total isomeric amines are possible having molecular formula
\( C_{4} H_{11} N \) which gives a bad smelling
compound with \( \boldsymbol{C} \boldsymbol{H} \boldsymbol{C l}_{3}+\boldsymbol{K} \boldsymbol{O H} ? \)
A. Five
B. Six
c. seven
D. Eight",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES,Chemistry >> Organic Chemistry – Some Basic Principles and Techniques >> Isomerism
5d57c7d14b8ea3149c872377,"muun Tunnel UIUIU
Q. 27 What is the coordination
two dimensions?
ation number in a square close packed structure in
(a) 2
(b) 3
(c)
4
u900 m
(d) 6
",12,THE SOLID STATE,Chemistry >> The Solid State >> Close-packed structures
