q_id,eng,class,chapter
5efd8cf5bd1a9b18d8358f6f,"If number of gas molecules in a cubical vessel is increased from \( \mathrm{N} \) to \( 3 \mathrm{N} \), then
its pressure and total energy will become
A. four times
B. three times
c. double
D. half",11,KINETIC THEORY
5efe1479bd1a9b18d836fe00,"Five charges of equal values placed at
corners of a regular pentagon of side 'a'.
The force on \( q_{0} \) which is placed at
centroid 'O' is?
A. zero
B. \( \frac{2 k Q q \text { , along OE }}{r_{2}}, \) E
C. \( \frac{2 k Q q \text { , along }}{r_{2}} \) EO
\( \mathbf{D} \cdot \frac{k Q_{q 0}}{r_{2}}, \) along OE",12,ELECTRIC CHARGES AND FIELDS
5efe9e34bd1a9b18d8386737,"Which one of the following is a scalar quantity?
A. Displacement
B. Velocity
c. Acceleration
D. Linear momentum
E. Kinetic energy",11,LAWS OF MOTION
5eff175fbd1a9b18d839dccf,"In Dumas method for estimation of
nitrogen \( 0.30 g \) of an organic compound gave \( 50 m l \) of nitrogen collected at \( 300 K \) and 715 mm of \( H g \) pressure.
What is the percentage composition of nitrogen in the compound if aqueous tension at \( 300 K \) is 15 mm of \( H g ? \)
A . \( 15.23 \% \)
B. \( 17.46 \% \)
c. \( 19.23 \% \)
D . 22\%",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5eff2582bd1a9b18d83a0ba0,"Stainless steel contains:
A. \( F e, N i, C r \)
B. \( F e, N i, S n \)
c. \( F e, C, s \)
D. \( F e, P, C r \)",12,GENERAL PRINCIPLES AND PROCESSES OF ISOLATION OF ELEMENTS
5efe969fbd1a9b18d83853c9,"A current I flows in a rectangularly shaped wire whose center lies at
\( \left(x_{0}, 0,0\right) \) and whose vertices are located
at the point \( \boldsymbol{A}\left(\boldsymbol{x}_{0}+\boldsymbol{d},-\boldsymbol{a},-\boldsymbol{b}\right), \boldsymbol{B}\left(\boldsymbol{x}_{0}-\right. \)
\( \boldsymbol{d}, \boldsymbol{a},-\boldsymbol{b}), \boldsymbol{C}\left(\boldsymbol{x}_{0}-\boldsymbol{d}, \boldsymbol{a}, \boldsymbol{+} \boldsymbol{b}\right), \) and \( \boldsymbol{D}\left(\boldsymbol{x}_{0}+\right. \)
\( \boldsymbol{d},-\boldsymbol{a},+\boldsymbol{b}) \) respectively. Assume that \( \mathbf{a} \)
b, \( d<<x_{0} \). Find the magnitude of
magnetic dipole moment vector of the rectangular wire frame in J/T. (Given:
\( \boldsymbol{b}=\mathbf{1 0 m}, \boldsymbol{I}=\mathbf{0 . 0 1 A}, \boldsymbol{d}=\mathbf{4 m}, \boldsymbol{a}=\mathbf{3 m .} \)",12,MOVING CHARGES AND MAGNETISM
5efe3140bd1a9b18d8374b58,"The daughter nucleus formed when \( ^{18} \boldsymbol{F} \) undergoes positron emission is:
\( \mathbf{A} \cdot 14 N \)
B. \( ^{16} O \)
\( \mathbf{c} \cdot^{18} \mathbf{O} \)
D. \( 19 F \)",11,STRUCTURE OF ATOM
5efe0315bd1a9b18d836cd08,"Reaction intermediate formed due to
heterolytic bond fission are:
A. carbenes and free radicals
B. free radicals, carbanion and diradical
c. carbocation, free radical and carbanion
D. carbocation and carbanion",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5f02f24ee806777a1a336aa0,"Networks of nine conductors connects
six points \( A, B, C, D, E \) and \( F \) as shown
in figure. The figure denoted
resistances in ohms. Find the
equivalent resistance between A and D.",12,CURRENT ELECTRICITY
5eff0a3dbd1a9b18d839aecc,"Derive an expression for the magnetic induction at a point due to an infinitely long straight conductor carrying current. Write the expression for the magnetic induction when the conductor is placed in a medium of permeability
\( \mu^{\prime} \)",12,MOVING CHARGES AND MAGNETISM
5efd055af4ab8e55cf7c3b02,Bring about the following conversion 1-propanol \( \rightarrow \) Acetone,12,"ALCOHOLS, PHENOLS AND ETHERS"
5efdc9f7bd1a9b18d8363213,"The focal lengths of the objective and the eyepiece of an astronomical telescope are \( 20 \mathrm{cm} \) and \( 5 \mathrm{cm} \) respectively. If the final image is formed at a distance of \( 30 \mathrm{cm} \) from the eyepiece, find the separation between the lenses required for distinct vision
A. 32.4 \( \mathrm{cm} \)
B. 42.3 cm
c. \( 24.3 \mathrm{cm} \)
D. 30.24 \( \mathrm{cm} \)",12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efd1d41f4ab8e55cf7c7eb9,"Consider a car moving at a constant speed of \( 14 \mathrm{m} / \mathrm{s} \) around a level circular bend of radius 45 m.The minimum
coefficient of static friction needed
between the car tyres and the road so that the car goes around the bend without skidding is
A. 0.44
B. 1.0
\( c \cdot 0.03 \)
D. 0.31",11,LAWS OF MOTION
5eff07fcbd1a9b18d839a6e5,"Two batteries, one of emf 18 volts and
internal resistance \( 2 \Omega \) and the other of emf 12 volt and internal resistance 1\Omega,
are connected as shown.The voltmeter
will record a reading of:
A . 18 volt
B. 30 volt
c. 14 volt
D. 15 volt",12,CURRENT ELECTRICITY
5f04388d197db3497f5b74fc,"10 g of NaCl is dissolved in 250 g water. The correct way to express concentration of NaCl in solution are :
This question has multiple correct options
A. mass fraction \( =0.04 \)
B. mole fraction \( =0.0122 \)
c. molality \( =0.684 \)
D. molarity =0.684",12,SOLUTIONS
5efd00def4ab8e55cf7c2e69,"Two concentric circular coils of radii
and \( \mathrm{R} \) are placed coaxially with centres coiciding. If \( R \gg r \) then calculate the mutual inductance between the coils.",12,ELECTROMAGNETIC INDUCTION
5eff34a4bd1a9b18d83a3ff8,"Which of the following are diasaccharides?
This question has multiple correct options
A. Lactose
B. Sucrose
c. cellulose
D. Maltose",12,BIOMOLECULES
5efdaa75bd1a9b18d835dc7c,"A rope ladder of length L is attached to a balloon of mass \( \mathrm{M} \). As the man of mass
m climbs the ladder into the balloon
basket, the balloon comes down by a
vertical distance s. Then the increase in
potential energy of man divided by the increase in potential energy of balloon
is
A \( \cdot \frac{L-s}{s} \)
B. \( \underline{L} \)
c. \( \frac{s}{L-s} \)
D. L- s",11,"WORK, ENERGY AND POWER"
5eff71dfbd1a9b18d83b16ea,"In what respect does a wire carrying a current differ from a wire, which carries
no current?",12,MOVING CHARGES AND MAGNETISM
5eff3db5bd1a9b18d83a5f30,"Number of waves made by the pion when orbiting in third excitation state
are
\( A \cdot 3 \)
B. 6
\( c \cdot 3 z^{2} \)
\( D \cdot 4 z^{2} \)",11,STRUCTURE OF ATOM
5efecbe2bd1a9b18d838de41,"When some liquid evaporates, the average speed of the molecules
remaining will
A. Increase because the more energetic molecules have left
B. Decrease because the more energetic molecules have left
c. Remain unchanged because all molecules have about the same speed
D. Increase because there are fewer molecules",12,SOLUTIONS
5eff63dfbd1a9b18d83ae410,How many times does a ray of light undergo refraction when it passes through a water droplet?,12,RAY OPTICS AND OPTICAL INSTRUMENTS
5efd1501f4ab8e55cf7c6780,"An automobile travelling with a speed of \( 60 k m / h, \) can brake to stop within a
distance of \( 20 m . \) If the car is going
twice as fast, i.e. \( 120 k m / h \), the
stopping distance will be:
A . \( 20 m \)
в. \( 40 m \)
\( c .60 m \)
D. \( 80 m \)",11,MOTION IN A STRAIGHT LINE
5f0300fde806777a1a33a1e2,"The distance covered by the second body when they meet is
\( A \cdot 8 m \)
B. 16 \( m \)
c. \( 24 \mathrm{m} \)
D. 32 m",11,MOTION IN A STRAIGHT LINE
5efe7997bd1a9b18d83809a2,"An object moves with constant acceleration. Which of the following
expression is also constant.
A \( \cdot \frac{d|\vec{v}|}{d t} \)
B. \( \mid \frac{d \vec{v}}{d t} \)
c. \( \frac{d\left(v^{2}\right)}{d t} \)
\( \frac{d\left(\frac{\vec{v}}{\sqrt{\mid 1}}\right)}{d t} \)",11,MOTION IN A STRAIGHT LINE
5eff2414bd1a9b18d83a06e1,"A cube of side \( l \) is placed in a uniform electric field \( E \hat{i} \). Then the net flux
through the cube is:
A. 0
B . \( l^{2} E \)
\( \mathbf{c} \cdot 4 l^{2} E \)
D. \( 6 l^{2} E \)",12,ELECTRIC CHARGES AND FIELDS
5efd91e7bd1a9b18d8359c0b,"A particle makes a to and from motion
between two points \( A \) and \( B . \) On its onward path (from A to B), it moves with
a constant velocity \( \boldsymbol{v}=\mathbf{5} \mathrm{m} / \mathrm{s}, \) while in
its return path, it moves with a constant
acceleration of \( a=v t . \) The particle
comes to rest at the extremes. Can this
motion be termed as SHM
A. SHM from A to B
B. SHM from B to A
C. SHM is not performed in any direction by the particle
D. SHM is performed in both the directions",11,OSCILLATIONS
5eff24dabd1a9b18d83a097a,"Calculate the rate constant of a
reaction at \( 293 K \) when the energy of
activation is \( 103 k J \) mol\( ^{-1} \) and the rate
constant at \( 273 K \) is \( 7.87 \times 10^{-7} s^{-1} \)
\( \left(\boldsymbol{R}=\mathbf{8 . 3 1 4} \times \mathbf{1 0}^{-\mathbf{3}} \mathbf{k J} \mathbf{m o l}^{-\mathbf{1}} \mathbf{K}^{-1}\right) \)",12,CHEMICAL KINETICS
5efccb83f4ab8e55cf7b9caf,"A long straight wire carrying current \( I \) is bent at its mid-point to form an angle
of \( 45^{\circ} . \) The field at point \( P \) as shown in
the figure is
A \( \cdot \frac{\mu_{0} I}{4 \pi R}(\sqrt{2}-1) \)
в. \( \frac{\mu_{0} I}{4 \pi R}(\sqrt{2}+1) \)
с. \( \frac{\mu_{0} I}{4 \sqrt{2} \pi R}(\sqrt{2}+1) \)
D. \( \frac{\mu_{0} I}{4 \sqrt{2} \pi R}(\sqrt{2}-1) \)",12,MOVING CHARGES AND MAGNETISM
5eff5d2abd1a9b18d83acbf1,"The concentration of \( \left[\boldsymbol{H}^{+}\right] \) in a sample
soft drink is \( 3 \times 10^{-3} M . \) What is its
\( \boldsymbol{p} \boldsymbol{H} \cdot(\log 3=\mathbf{0 . 4 8}) \)",12,SOLUTIONS
5efebe40bd1a9b18d838b9a1,"Give the IUPAC name for \( \boldsymbol{H}_{3} \boldsymbol{C}-\boldsymbol{C} \boldsymbol{H}_{2}- \)
\( \boldsymbol{C H}_{2}-\boldsymbol{O H} \)
A. Propanal
B. Propanol
c. Propionic acid
D. Propane",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5efd0d9ff4ab8e55cf7c5253,"If \( 1 \mathrm{kg} \) wt \( =10 \mathrm{N}, \) the value of gravitational intensity will be
A \( \cdot 10 m / s^{2} \)
в. \( \frac{1}{10} m / s^{2} \)
c. \( 1 m / s^{2} \)
D. \( \frac{1}{100} m / s^{2} \)",11,UNITS AND MEASUREMENTS
5efd0299f4ab8e55cf7c3339,"The de Broglie wavelength of an electron
moving with a velocity \( 2.25 \times 10^{8} m s^{-1} \)
is equal to that of a photon. The ratio of the kinetic energy of the electron to that of the energy of photon is :
A \( \cdot \frac{3}{8} \)
B. 4
\( c \cdot \frac{1}{2} \)
D. \( 2-\sqrt{3} \)",12,DUAL NATURE OF RADIATION AND MATTER
5efef87cbd1a9b18d8396f8c,"Plum pudding' model of an atom was proposed by:
A. C.V.Raman
B. N.Bohr
c. E.Rutherford
D. J.J.Thomson",12,ATOMS
5efd7bcebd1a9b18d835627f,"A globe of steel has a mass of 12 g and a volume of \( 15.2 \mathrm{cm}^{3} \). Find its relative
density wrt water.
A . 0.25
в. 0.79
\( c \cdot 1.25 \)
D. 1.56",11,UNITS AND MEASUREMENTS
5effb624bd1a9b18d83c2c0a,"Swetha is wearing a sharp edged high heeled footwear. Madhu is wearing a flat footwear. If both the girls are having same weight and both are stepping over your foot, whose footwear will cause
more pain to your foot? Why?",11,MECHANICAL PROPERTIES OF FLUIDS
5f06f336c7d92c723b78ffbc,"Ground state electronic configuration of valence shell electrons in nitrogen
molecule \( \left(N_{2}\right) \) is written as \( \left(S_{2 s}\right)^{2}\left(S *_{2 s}\right)^{2}\left(P_{2 p}\right)^{4}\left(S_{2 p}\right)^{2} \) Hence, the
bond order of nitrogen molecule is:
A .2
B. 3
\( c \cdot 0 \)
D.",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE
5f06bd4dc7d92c723b783e52,"An engine working on Carnot cycle rejects \( 40 \% \) of absorbed heat from the source, while the sink temperature is
maintained at \( 27^{0} C \), then what is
the source temperature \( \left(\text { in }^{0} C\right) ? \)
A . 477
B. 346
\( c \cdot 564 \)
D. none of the above",11,THERMODYNAMICS
5efebeeebd1a9b18d838bb73,"Assertion
Nitroalkanes and alkyl nitrites exhibit functional isomerism.
Reason
Compounds having same molecular formula but different functional group
are called functional isomers.
A. Both Assertion and Reason are correct and Reason is the correct explanation for Assertion
B. Both Assertion and Reason are correct but Reason is not the correct explanation for Assertion
c. Assertion is correct but Reason is incorrect
D. Both Assertion and Reason are incorrect",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5f02e944e806777a1a334805,"The molecule having a non-zero dipole
moment is :
A. \( H_{2} O_{2} \)
в. \( C H_{4} \)
\( \mathbf{c} \cdot C_{2} H_{6} \)
D. \( B F_{4}^{-} \)",11,CHEMICAL BONDING AND MOLECULAR STRUCTURE
5eff3cd9bd1a9b18d83a5c20,"A metallic wire is subjected to stress and compression periodically with very high stresses. How will the plot of the
stress-strain relationship be indicated
A. Straight line
B. Circle
c. Hysteresis curve
D. Elliptical",11,MECHANICAL PROPERTIES OF SOLIDS
5eff5180bd1a9b18d83aa3b9,"What do you mean by retardation? What
is its SI unit?",11,MOTION IN A STRAIGHT LINE
5efe5a95bd1a9b18d837b6e6,"Product of this reaction is:
\( A \)
B.
c.
D.",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5f06e96fc7d92c723b78de72,"Intensity of central fringe in interference pattern is \( 0.1 W / m^{2} \) then find intensity at a point having path difference \( \lambda / 3 \) on screen from centre
\( \left.\operatorname{in} m W / m^{2}\right): \)
A . 2.5
B. 5
c. 7.5
D. 10",12,WAVE OPTICS
5efed55bbd1a9b18d838f67c,"The energy of a photon of green light of wavelength \( 5000 A^{\circ} \) is
A . \( 3.459 \times 10^{-19} \) joule
в. \( 3.973 \times 10^{-19} \) joule
c. \( 4.132 \times 10^{-19} \) joule
D. \( 8453 \times 10^{-19} \) joule",11,STRUCTURE OF ATOM
5efe2cd0bd1a9b18d8373fac,"Write the structural formula of
following derivatives of benzene. \( \mathbf{2}, \mathbf{4}, \mathbf{6}- \) Trinitortoluene",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5efe5681bd1a9b18d837ab3d,"There is a small hole near the bottom of
an open tank filled with a liquid. The speed of water ejected does not depend
on:
This question has multiple correct options
A. Area of the hole
B. Density of the liquid
c. Height of the liquid from the hole
D. Acceleration due to gravity",11,MECHANICAL PROPERTIES OF FLUIDS
5eff2234bd1a9b18d83a008c,"Calculate \( \left[\boldsymbol{F}^{-}\right] \) in a solution saturated
with respect to both \( M g F_{2} \) and \( S r F_{2} \)
assuming no hydrolysis of \( \boldsymbol{F}^{-} . \boldsymbol{K}_{s p} \) of \( M g F_{2}=6.5 \times 10^{-9} ; K_{s p} \) of \( S r F_{2}= \)
\( \mathbf{2 . 9} \times \mathbf{1 0}^{-\mathbf{9}} \)
A \( \cdot 2.35 \times 10^{-3} M \)
В . \( 2.65 \times 10^{-3} M \)
\( \mathbf{c} \cdot 2.95 \times 10^{-3} M \)
D. None of the above",11,EQUILIBRIUM
5f0702aac7d92c723b79340d,"If the frequency of a wave is doubled,
then its wavelength
A. Becomes doubled
B. Remains same
c. Becomes half of the original
D. None of these",11,WAVES
5f02f098e806777a1a33647c,"Two charges of \( +25 \times 10^{-9} \) coulomb
and \( -25 \times 10^{-9} \) coulomb are placed \( 6 \mathrm{m} \) apart. Find the electric field intensity ratio at points \( 4 \mathrm{m} \) from the centre of
the electric dipole
(i) on axial line
(ii) on equatorial line
A \( \cdot \frac{1000}{49} \)
в. \( \frac{49}{1000} \)
c. \( \frac{500}{49} \)
D. \( \frac{49}{500} \)",12,ELECTRIC CHARGES AND FIELDS
5efd8622bd1a9b18d8357d49,"Statement-1
Radiation involves transfer of heat by
electromagnetic waves. Statement-2
Electromagnetic waves do not required any material medium for propagation.
A. Statement-1 is true, Statement-2 is true and Statement-2 is the correct explanation for Statement-
B. Statement-1 is true, Statement-2 is true but Statement-2 is not the correct explanation for Staement-
c. statement-1 is true, statement-2 is false.
D. Statement- 1 is false, Statement-2 is true",11,THERMAL PROPERTIES OF MATTER
5efcd09cf4ab8e55cf7baa9d,"How many unpaired electrons are present in \( \boldsymbol{N} \boldsymbol{i}^{2+} \) ?
\( \mathbf{A} \cdot \mathbf{0} \)
B . 2
\( c \cdot 4 \)
D. None of the above",12,THE d- AND f-BLOCK ELEMENTS
5eff50b8bd1a9b18d83aa106,"For a reaction if \( \boldsymbol{K}_{\boldsymbol{p}}>\boldsymbol{K}_{c}, \) the forward
reaction is favoured by:
A . low pressure
B. high pressure
c. high temperature
D. low temperature",11,EQUILIBRIUM
5f043de7197db3497f5b8913,"\( 56 g \) of nitrogen and \( 8 g \) of hydrogen gas are heated in a closed vessel. At
equilibrium \( 34 g \) of ammonia is present. The equilibrium number of moles of nitrogen, hydrogen and ammonia are respectively:
\( \mathbf{A} \cdot 1,2,2 \)
в. 2,2,1
c. 1,1,2
D. 2,1,2",11,SOME BASIC CONCEPTS OF CHEMISTRY
5eff00bbbd1a9b18d8398d4b,"What steady current can be drawn from
an accumulator of capacity 80 Ah?
A. \( 4 A \) for 20 hrs
B. 40 A for 6 hrs
\( \mathrm{c} .20 \mathrm{A} \) for \( 5 \mathrm{hrs} \)
D. \( 2 A \) for 100 hrs",12,CURRENT ELECTRICITY
5f06f0c9c7d92c723b78f6d0,"Equal volumes of \( 0.1 \mathrm{M} \) urea and \( 0.1 \mathrm{M} \) glucose are mixed. The mixture will
have :
A. lower osmotic pressure than individual values of osmotic pressure
B. higher osmotic pressure than individual values of osmotic pressure
c. same osmotic pressure as the two individual values
D. none of the above",12,SOLUTIONS
5efdf806bd1a9b18d836af2d,What is Geminal dihalide?,12,HALOALKANES AND HALOARENES
5efea1a2bd1a9b18d838702d,"\( \boldsymbol{N} \boldsymbol{H}_{4} \boldsymbol{H} \boldsymbol{S}(s) \rightleftharpoons \boldsymbol{N} \boldsymbol{H}_{3}(\boldsymbol{g})+\boldsymbol{H}_{2} \boldsymbol{S}(\boldsymbol{g}) \)
What is the \( K_{p} \) of the reaction if the total pressure at equilibrium is 30
atm?
A .15 atm\( ^{2} \)
B. 225 atm \( ^{2} \)
c. 30 at \( m^{2} \)
D. 15 atm",11,EQUILIBRIUM
5efebde9bd1a9b18d838b8b5,"The IUPAC name of dimethyl ether is :
A. ethoxymethane
B. methoxymethane
c. methoxyethane
D. ethoxyethane",11,ORGANIC CHEMISTRY – SOME BASIC PRINCIPLES AND TECHNIQUES
5efccb95f4ab8e55cf7b9cde,Explain inconsistency of Ampere's circuital law during charging of a capacitor.,12,MOVING CHARGES AND MAGNETISM
5efe366cbd1a9b18d83757aa,"Soap mixed with water below critical
micelle concentration behaves as:
A. associated colloid
B. macromolecular colloid
c. normal electrolytic solution
D. multimolecular colloid",12,SURFACE CHEMISTRY
5f03143ee806777a1a33e92a,"A car of mass \( 1000 \mathrm{kg} \) moves on a
circular track of radius \( 40 \mathrm{m} \). If the
coefficient of friction is 1.28 then the
maximum velocity with which the car can be moved is:
A. \( 22.4 \mathrm{m} / \mathrm{s} \)
B. \( 112 \mathrm{m} / \mathrm{s} \)
c. \( \frac{(0.64 \times 40)}{(1000 \times 100)} \) m/s
D. \( 1000 \mathrm{m} / \mathrm{s} \)",11,LAWS OF MOTION
5efecbc1bd1a9b18d838ddee,"A sample of \( \boldsymbol{H}_{2} \boldsymbol{O}_{2} \) solution labelled as 28 volume has density of \( 26.5 g / L \) Mark the correct option(s)
representing concentration of same solution in other units.
This question has multiple correct options
\( \mathbf{A} \cdot M_{H_{2}} o_{2}=2.5 \)
В \( \cdot \% \frac{w}{v}=17 \)
C. Mole fraction of \( H_{2} O_{2}=0.2 \)
D \( \cdot m_{H_{A}} o_{2}=13.88 \)",12,SOLUTIONS
5efeca16bd1a9b18d838d96e,"Which of the following changes will cause the free energy of a cell reaction
to decrease?
\( \boldsymbol{Z} \boldsymbol{n} \mid \boldsymbol{Z} \boldsymbol{n} \boldsymbol{S} \boldsymbol{O}_{4}(\boldsymbol{a} \boldsymbol{q})\left(\boldsymbol{x}_{1} \boldsymbol{M}\right) \| \boldsymbol{H} \boldsymbol{C l}(\boldsymbol{a} \boldsymbol{q})\left(\boldsymbol{x}_{2} \boldsymbol{N}\right. \)
This question has multiple correct options
A. Increase in the volume of HCI solution from \( 100 \mathrm{mL} \) to \( 200 \mathrm{mL} \)
B. Increase in the pressure of hydrogen from 1 atm to 2 \( \operatorname{atm} \)
C . Increase in molarity \( x_{2} \) from 0.1 to 1 M
D. Decrease in molarity \( x_{1} \) from 1 M to 0.1 M",12,ELECTROCHEMISTRY
5efd9038bd1a9b18d83597c3,\( \underbrace{\frac{2}{k}}{\frac{k}{k}} \),11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5eff180bbd1a9b18d839df25,"Bakelite is formed by:
A. polymerization of phenol and formaldehyde
B. polymerization of alcohol and acetaldehyde
C. condensation of phenol and formaldehyde
D. condensation of phenol and acetaldehyde",12,POLYMERS
5f06bb1cc7d92c723b7836c0,"Two springs have their force constants
\( K_{1} \) and \( K_{2} . \) Both are stretched till their
elastic energies are equal. If the
stretching forces are \( F_{1} \) and \( F_{2} \) then
\( F_{1}: F_{2} \) is equal to
A \( \cdot K_{1}: K_{2} \)
в. \( K_{2}: K_{1} \)
c. \( \sqrt{K_{1}}: \sqrt{K_{2}} \)
D. \( K_{1}^{2}=K_{2}^{2} \)",11,"WORK, ENERGY AND POWER"
5eff8725bd1a9b18d83b6c98,"Which of the following statement is
correct?
\( \mathbf{A} \cdot \) The \( p H \) of one litre solution containing \( 0.49 \mathrm{g} \) of \( H_{2} S O_{4} \) is 2.0
B. The conjugate base of \( H_{2} S \) is \( S^{-2} \)
\( \mathrm{C} \cdot B F_{3} \) is Lewis base
D. Phenolphthalein is colorless in basic medium",11,EQUILIBRIUM
5efd9be7bd1a9b18d835b627,"Q Type your question-
each of different cross-sections and
each part having a piston which can move smoothly in respective tubes. The
two pistons are joined together by an in extensible wire. The combined mass of
the two pistons is 5 kg and area of the cross-section of the upper piston is 10
\( c m^{2} \) greater than that of the lower
piston. Amount of gas enclosed by the pistons is one mole. When the gas is heated slowly, pistons move by \( 50 \mathrm{cm} \). Find rise in temperature of the gas, in the form
\( \frac{15 x}{R} K, \) where \( R \) is universal gas
constant. Use \( g=10 m / s^{2} \) and outside
pressure \( \left.=10^{5} N / m^{2}\right) . \) Fill value of \( ^{\prime} x^{\prime} \)",11,THERMAL PROPERTIES OF MATTER
5efd9908bd1a9b18d835ae68,"Figure shows a container filled with a liquid of density \( \rho . \) Four points \( A, B, C \) and D lie on the vertices of a vertical
square. Points A and C lie on a vertical
line and points \( \mathrm{B} \) and \( \mathrm{D} \) lies on a
horizontal line. Choose the correct
statement(s) about the pressure at the
four points
This question has multiple correct options
A \( \cdot P_{D}=P_{B} \)
B . \( P_{A}<P_{B}=P_{D}<P_{C} \)
\( \mathbf{c} \cdot P_{D}=P_{B}=\frac{P_{c}-P_{A}}{2} \)
D \( \cdot P_{D}=P_{B}=\frac{P_{c}+P_{A}}{2} \)",11,MECHANICAL PROPERTIES OF FLUIDS
5efed4a9bd1a9b18d838f4b6,"A liquid \( P \) if specific heat capacity
\( 2400 J k g^{-1} K^{-1} \) and \( a t 70^{\circ} C \) is mixed
with another liquid \( \mathrm{R} \) of specific heat capacity \( 1000 J k g^{-1} K^{-1} \) at \( 30^{\circ} C . \) After mixing, the final temperature of the
mixture is \( 40^{\circ} \mathrm{C} \). Find the ratio of the
mass of the liquids mixed?
A .4: 5
B. 8: 5
\( c \cdot 40: 5 \)
D. 48 : 5",11,THERMAL PROPERTIES OF MATTER
5efe2ef7bd1a9b18d837457b,"A/An \( _{-}--_{-}- \) is the smallest particle of a substance which can take part in a chemical reaction.
\( A \). atom
B. molecule
c. both \( A \) and \( B \)
D. none of the above",11,SOME BASIC CONCEPTS OF CHEMISTRY
5eff138cbd1a9b18d839cf70,"A steel wire is stretched by 1 kg wt. If the radius of the wire is doubled,
its Young's modulus will:
A. remain unchanged
B. become half
c. become double
D. become four times",11,MECHANICAL PROPERTIES OF SOLIDS
5d88728190246a130cc438e3,"7. An electromagnetic wave travels along z-axis. Which of
the following pairs of space and time varying fields would
generate such a wave
(a) E, B,
(b) E, B,
(c) E, B,
(d) Ey, B,
",12,ELECTROMAGNETIC WAVES
5f04392a197db3497f5b7719,"Which among the following solutions is not used in determination of the cell
constant?
\( \mathbf{A} \cdot 10^{-2} M K C l \)
В. \( 10^{-1} M \) КСl
c. \( 1 M K C l \)
D. Saturated \( K C l \)",12,ELECTROCHEMISTRY
5efedb7abd1a9b18d8390857,Find the work done by the gas.,11,THERMODYNAMICS
5efd76c6bd1a9b18d835559f,"A uniform meter scale balances
horizontally on a knife-edge placed at \( 55 \mathrm{cm} \) mark, when a mass of \( 25 \mathrm{g} \) is supported from one end, then the mass of the scale is:
A. \( 200 \mathrm{g} \)
B. 225 g
c. \( 350 \mathrm{g} \)
D. 275 g",11,SYSTEM OF PARTICLES AND ROTATIONAL MOTION
5efd9d44bd1a9b18d835b9f9,"Which one of the following processes depends on gravity?
A. Conduction
B. Convection
c. Radiation
D. None of these",11,THERMAL PROPERTIES OF MATTER
5efe2f9fbd1a9b18d8374732,"When a force is expressed in dyne, the number of significant figures is four. If it is expressed in newton, the number of significant figures will become:
(Given: \( \left.10^{5} \text { dyne }=1 N\right) \)
\( A \cdot 9 \)
B. 5
\( c \)
D.",11,UNITS AND MEASUREMENTS
5efe49e1bd1a9b18d83789a0,"The inductance of an inductor whose
reactance is \( 2.00 \Omega \) at \( 50.0 H z \) is \( \frac{x}{100} m H . \) Find \( x \)",12,ALTERNATING CURRENT
5efd9413bd1a9b18d835a163,"Wave motion is a form of \( _{-} \) travelling in the medium due to the
the particles about their
A. disturbance, periodic, mean
B. disturbance, random, extreme
c. disturbance, periodic, extreme
D. disturbance, random, mean",11,WAVES
5f06dfdac7d92c723b78bc54,"The numbers of iodine atoms present in
\( 1 \mathrm{ml} \) of its \( 0.1 \mathrm{M} \) solution is:
A. \( 6.02 \times 10^{23} \)
B . \( 6.02 \times 10^{22} \)
c. \( 6.02 \times 10^{19} \)
D. \( 1.204 \times 10^{20} \)",11,SOME BASIC CONCEPTS OF CHEMISTRY
5eff0655bd1a9b18d839a0f6,"Catalyst the rate of reaction.
A. increases
B. decreases
C. both (a) and (b) above
D. none of these",12,SURFACE CHEMISTRY
5efdf96dbd1a9b18d836b306,"\( (X) \) on treatment with sodium
hydroxide followed by the addition of silver nitrate gives white precipitate at room temperature which is soluble in
\( N H_{4} O H .(X) \) can be:
\( A \). chlorobenzene
B. ethyl bromide
c. benzyl chloride
D. vinyl chloride",12,HALOALKANES AND HALOARENES
5efec749bd1a9b18d838d1f1,"STATEMENT-1:
The plot of atomic number (y-axis) versus number of neutrons (x-axis) for
stable nuclei shows a curvature
towards \( x \) -axis from the line of \( 45^{\circ} \) slope as the atomic number is increased.
STATEMENT-2:
Proton-proton electrostatic repulsions begin to overcome attractive forces involving protons and neutrons and neutrons in heavier nuclides.
A. STATEMENT-1 is True, STATEMENT-2 is True:
STATEMENT-2 is correct explanation for STATEMENT-
B. STATEMENT-1 is True, STATEMENT-2 is True STATEMENT-2 is NOT a correct explanation for STATEMENT-1
C. STATEMENT-1 is True, STATEMENT-2 is False
D. STATEMENT-1 is False, STATEMENT-2 is True",12,NUCLEI
